,URLCODE,Name,Descr,tags,Stars,MajLang,License,LastUpdated
0,3,/DataScienceSpecialization/courses,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1,[],3800,HTML,0,"Mar 30, 2021"
1,3,/jakevdp/PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks,"['python', 'numpy', 'scikit-learn', 'jupyter-notebook', 'pandas', 'matplotlib']",31600,Jupyter Notebook,0,"Nov 12, 2021"
2,3,/learn-co-students/python-practice-with-datatypes-data-science-intro-000,NA,[],6,Jupyter Notebook,0,"Oct 13, 2021"
3,3,/learn-co-students/python-variables-readme-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Jun 20, 2019"
4,3,/georgearun/Data-Science--Cheat-Sheet,Cheat Sheets,[],378,0,0,"Nov 19, 2020"
5,3,/learn-co-students/python-variables-lab-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Mar 17, 2021"
6,3,/learn-co-students/jupyter-notebook-introduction-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Jun 15, 2019"
7,3,/learn-co-students/python-lists-readme-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Apr 8, 2021"
8,3,/learn-co-students/python-lists-lab-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Oct 1, 2020"
9,3,/donnemartin/data-science-ipython-notebooks,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spar\u2026","['python', 'aws', 'data-science', 'machine-learning', 'caffe', 'theano', 'big-data', 'spark', 'deep-learning', 'hadoop', 'tensorflow', 'numpy', 'scikit-learn', 'keras', 'pandas', 'kaggle', 'scipy', 'matplotlib', 'mapreduce']",21800,Python,0,"Nov 4, 2021"
10,3,/learn-co-students/py-lists-with-maps-data-science-intro-000,NA,[],6,Jupyter Notebook,0,"Aug 3, 2021"
11,3,/datasciencemasters/go,The Open Source Data Science Masters,[],19600,0,Unlicense license,"Apr 18, 2021"
12,3,/mqvida/PowerBI-DataScience,Repositório do Curso Microsoft Power BI Para Data Science,[],17,0,0,"Jun 6, 2017"
13,3,/academic/awesome-datascience,\U0001f4dd An awesome Data Science repository to learn and apply for real world problems.,"['data-science', 'machine-learning', 'data-mining', 'science', 'deep-learning', 'analytics', 'data-visualization', 'awesome-list', 'data-scientists', 'hacktoberfest']",17400,0,MIT license,"Nov 8, 2021"
14,3,/learn-co-students/python-dictionaries-readme-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Oct 1, 2020"
