,URLCODE,Name,Descr,tags,Stars,MajLang,License,LastUpdated
0,2,/learn-co-students/plotting-data-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 30, 2020"
1,2,/edooley7/dsp,data science preparation,[],0,Python,0,"Jun 29, 2015"
2,2,/learn-co-students/function-arguments-readme-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 21, 2018"
3,2,/learn-co-students/function-arguments-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 21, 2018"
4,2,/learn-co-students/conditionals-python-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 21, 2018"
5,2,/learn-co-students/visualizing-in-python-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 4, 2019"
6,2,/learn-co-students/calculating-distance-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 20, 2018"
7,2,/learn-co-students/calculating-distance-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Nov 7, 2018"
8,2,/learn-co-students/nearest-neighbors-readme-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 20, 2018"
9,2,/learn-co-students/applying-nearest-neighbors-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Aug 8, 2018"
10,2,/learn-co-students/plotly-basics-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Oct 2, 2018"
11,2,/learn-co-students/nearest-neighbors-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Oct 30, 2019"
12,2,/learn-co-students/why-math-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"May 10, 2019"
13,2,/learn-co-students/expressing-functions-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"May 10, 2019"
14,2,/learn-co-students/single-variable-regression-data-science-intro-000,NA,[],0,HTML,0,"Jun 20, 2018"
15,2,/learn-co-students/plotly-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Aug 24, 2019"
16,2,/learn-co-students/calculating-lines-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 20, 2018"
17,2,/learn-co-students/nonlinear-derivatives-readme-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Feb 15, 2019"
18,2,/learn-co-students/sigma-notation-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 19, 2018"
19,2,/learn-co-students/derivative-rules-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"May 11, 2019"
20,2,/learn-co-students/evaluating-regression-lines-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 16, 2019"
21,2,/learn-co-students/python-for-loops-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Jun 17, 2020"
22,2,/learn-co-students/partial-derivatives-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 16, 2019"
23,2,/learn-co-students/multivariable-functions-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"May 10, 2019"
24,2,/learn-co-students/introduction-to-functions-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Feb 2, 2020"
25,2,/learn-co-students/derivative-chain-rule-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 16, 2019"
26,2,/learn-co-students/applying-gradient-descent-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 16, 2019"
27,2,/learn-co-students/introduction-to-derivatives-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"May 10, 2019"
28,2,/johndpope/Data-Science-ArrayFire-GPU,Using ArreyFire GPU library for data science,[],0,Python,MIT license,"Jul 19, 2017"
29,2,/learn-co-students/single-variable-regression-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 4, 2019"
30,2,/learn-co-students/multivariable-calculus-gradient-descent-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 16, 2019"
